id,user,date,pc,activity
L12195,U119,2024-01-19 18:11:38.727159,PC-119,Logoff
L12196,U120,2024-01-19 08:27:56.850098,PC-120,Logon
L12206,U120,2024-01-19 14:55:18.740847,PC-120,Logoff
L12207,U121,2024-01-19 08:45:48.382361,PC-121,Logon
L12222,U121,2024-01-19 16:34:33.794317,PC-121,Logoff
L12223,U122,2024-01-19 09:46:21.107338,PC-122,Logon
L12236,U122,2024-01-19 16:02:46.729122,PC-122,Logoff
L12237,U123,2024-01-19 08:10:59.413207,PC-123,Logon
L12253,U123,2024-01-19 17:05:16.527003,PC-123,Logoff
L12254,U124,2024-01-19 08:50:03.789976,PC-124,Logon
L12271,U124,2024-01-19 17:30:32.176495,PC-124,Logoff
L12272,U125,2024-01-19 09:37:24.522688,PC-125,Logon
L12285,U125,2024-01-19 16:19:54.607608,PC-125,Logoff
L12286,U126,2024-01-19 07:40:40.976836,PC-126,Logon
L12306,U126,2024-01-19 16:38:28.303745,PC-126,Logoff
L12307,U127,2024-01-19 06:49:46.900179,PC-127,Logon
L12322,U127,2024-01-19 14:13:25.922611,PC-127,Logoff
L12323,U128,2024-01-19 08:39:34.870462,PC-128,Logon
L12338,U128,2024-01-19 17:12:49.378524,PC-128,Logoff
L12339,U129,2024-01-19 08:55:09.894476,PC-129,Logon
L12355,U129,2024-01-19 17:31:27.708295,PC-129,Logoff
L12356,U130,2024-01-19 08:56:07.252894,PC-130,Logon
L12369,U130,2024-01-19 17:08:04.651171,PC-130,Logoff
L12370,U131,2024-01-19 08:21:53.607982,PC-131,Logon
L12388,U131,2024-01-19 17:10:57.749847,PC-131,Logoff
L12389,U132,2024-01-19 08:31:11.348868,PC-132,Logon
L12404,U132,2024-01-19 16:42:21.809878,PC-132,Logoff
L12405,U133,2024-01-19 07:41:17.813499,PC-133,Logon
L12421,U133,2024-01-19 15:08:01.395327,PC-133,Logoff
L12422,U134,2024-01-19 08:29:03.852836,PC-134,Logon
L12436,U134,2024-01-19 16:11:19.229338,PC-134,Logoff
L12437,U135,2024-01-19 07:58:53.281728,PC-135,Logon
L12450,U135,2024-01-19 15:32:19.702670,PC-135,Logoff
L12451,U136,2024-01-19 08:38:52.316102,PC-136,Logon
L12467,U136,2024-01-19 15:43:34.013679,PC-136,Logoff
L12468,U137,2024-01-19 09:04:58.719881,PC-137,Logon
L12487,U137,2024-01-19 18:39:03.046533,PC-137,Logoff
L12488,U138,2024-01-19 09:05:35.758051,PC-138,Logon
L12505,U138,2024-01-19 16:48:25.497765,PC-138,Logoff
L12506,U139,2024-01-19 08:51:37.329673,PC-139,Logon
L12524,U139,2024-01-19 18:16:58.436335,PC-139,Logoff
L12525,U140,2024-01-19 08:15:06.854678,PC-140,Logon
L12543,U140,2024-01-19 16:41:23.340219,PC-140,Logoff
L12544,U141,2024-01-19 07:45:43.767789,PC-141,Logon
L12560,U141,2024-01-19 14:51:55.167492,PC-141,Logoff
L12561,U142,2024-01-19 08:15:04.393590,PC-142,Logon
L12577,U142,2024-01-19 16:15:06.640849,PC-142,Logoff
L12578,U143,2024-01-19 08:19:27.044374,PC-143,Logon
L12591,U143,2024-01-19 16:09:17.289935,PC-143,Logoff
L12592,U144,2024-01-19 07:50:11.067548,PC-144,Logon
L12608,U144,2024-01-19 15:56:46.074070,PC-144,Logoff
L12609,U145,2024-01-19 07:10:53.858167,PC-145,Logon
L12632,U145,2024-01-19 16:50:05.239083,PC-145,Logoff
L12633,U146,2024-01-19 10:12:29.010514,PC-146,Logon
L12645,U146,2024-01-19 16:41:58.615681,PC-146,Logoff
L12646,U147,2024-01-19 09:00:37.256228,PC-147,Logon
L12661,U147,2024-01-19 16:39:17.266972,PC-147,Logoff
L12662,U148,2024-01-19 09:24:45.973187,PC-148,Logon
L12677,U148,2024-01-19 18:07:59.866229,PC-148,Logoff
L12678,U149,2024-01-19 07:55:03.229729,PC-149,Logon
L12696,U149,2024-01-19 17:00:27.060535,PC-149,Logoff
L12697,U100,2024-01-22 08:15:03.570118,PC-100,Logon
L12713,U100,2024-01-22 16:03:54.427232,PC-100,Logoff
L12714,U101,2024-01-22 08:10:53.337850,PC-101,Logon
L12730,U101,2024-01-22 17:07:48.539268,PC-101,Logoff
L12731,U102,2024-01-22 08:55:05.325045,PC-102,Logon
L12747,U102,2024-01-22 17:40:04.845898,PC-102,Logoff
L12748,U103,2024-01-22 08:20:59.326241,PC-103,Logon
L12761,U103,2024-01-22 16:03:10.602976,PC-103,Logoff
L12762,U104,2024-01-22 08:08:43.413335,PC-104,Logon
L12785,U104,2024-01-22 17:20:12.978471,PC-104,Logoff
L12786,U105,2024-01-22 08:44:20.236260,PC-105,Logon
L12800,U105,2024-01-22 16:23:47.074977,PC-105,Logoff
L12801,U106,2024-01-22 08:25:12.212486,PC-106,Logon
L12818,U106,2024-01-22 16:49:16.429140,PC-106,Logoff
L12819,U107,2024-01-22 09:34:22.164570,PC-107,Logon
L12834,U107,2024-01-22 17:47:11.948923,PC-107,Logoff
L12835,U108,2024-01-22 07:29:21.521053,PC-108,Logon
L12853,U108,2024-01-22 15:50:55.210013,PC-108,Logoff
L12854,U109,2024-01-22 08:55:40.572146,PC-109,Logon
L12869,U109,2024-01-22 17:40:12.023538,PC-109,Logoff
L12870,U110,2024-01-22 08:21:07.204182,PC-110,Logon
L12885,U110,2024-01-22 15:18:31.061985,PC-110,Logoff
L12886,U111,2024-01-22 09:06:17.836923,PC-111,Logon
L12905,U111,2024-01-22 15:52:28.030028,PC-111,Logoff
L12906,U112,2024-01-22 08:00:27.711787,PC-112,Logon
L12919,U112,2024-01-22 14:59:12.708153,PC-112,Logoff
L12920,U113,2024-01-22 07:25:06.050808,PC-113,Logon
L12939,U113,2024-01-22 16:26:33.774786,PC-113,Logoff
L12940,U114,2024-01-22 08:23:50.399741,PC-114,Logon
L12952,U114,2024-01-22 15:22:54.642495,PC-114,Logoff
L12953,U115,2024-01-22 09:01:37.548700,PC-115,Logon
L12972,U115,2024-01-22 17:58:27.547751,PC-115,Logoff
L12973,U116,2024-01-22 08:12:05.838290,PC-116,Logon
L12989,U116,2024-01-22 15:29:56.817976,PC-116,Logoff
L12990,U117,2024-01-22 08:20:48.601778,PC-117,Logon
L13007,U117,2024-01-22 15:07:25.485375,PC-117,Logoff
L13008,U118,2024-01-22 09:29:44.443740,PC-118,Logon
L13030,U118,2024-01-22 19:40:56.764259,PC-118,Logoff
L13031,U119,2024-01-22 07:16:21.129538,PC-119,Logon
L13045,U119,2024-01-22 15:05:58.692282,PC-119,Logoff
L13046,U120,2024-01-22 08:12:20.581493,PC-120,Logon
L13063,U120,2024-01-22 16:18:14.191023,PC-120,Logoff
L13064,U121,2024-01-22 08:25:18.929065,PC-121,Logon
L13077,U121,2024-01-22 16:21:14.737392,PC-121,Logoff
L13078,U122,2024-01-22 08:53:43.514106,PC-122,Logon
L13095,U122,2024-01-22 17:09:04.953889,PC-122,Logoff
L13096,U123,2024-01-22 07:59:51.671072,PC-123,Logon
L13109,U123,2024-01-22 15:17:09.299349,PC-123,Logoff
L13110,U124,2024-01-22 08:39:36.820328,PC-124,Logon
L13127,U124,2024-01-22 16:29:52.607447,PC-124,Logoff
L13128,U125,2024-01-22 08:30:42.677835,PC-125,Logon
L13145,U125,2024-01-22 18:11:57.868470,PC-125,Logoff
L13146,U126,2024-01-22 09:10:35.882898,PC-126,Logon
L13163,U126,2024-01-22 16:54:35.499569,PC-126,Logoff
L13164,U127,2024-01-22 08:31:53.171643,PC-127,Logon
L13179,U127,2024-01-22 17:35:42.669102,PC-127,Logoff
L13180,U128,2024-01-22 08:26:15.717757,PC-128,Logon
L13195,U128,2024-01-22 15:42:31.055411,PC-128,Logoff
L13196,U129,2024-01-22 08:55:47.975928,PC-129,Logon
L13213,U129,2024-01-22 17:55:37.561793,PC-129,Logoff
L13214,U130,2024-01-22 10:01:13.286543,PC-130,Logon
L13226,U130,2024-01-22 15:34:51.767095,PC-130,Logoff
L13227,U131,2024-01-22 09:43:59.794242,PC-131,Logon
L13240,U131,2024-01-22 18:24:13.209484,PC-131,Logoff
L13241,U132,2024-01-22 07:59:24.550707,PC-132,Logon
L13257,U132,2024-01-22 15:08:19.523663,PC-132,Logoff
L13258,U133,2024-01-22 07:53:33.261952,PC-133,Logon
L13276,U133,2024-01-22 15:55:55.943928,PC-133,Logoff
L13277,U134,2024-01-22 08:28:48.466886,PC-134,Logon
L13293,U134,2024-01-22 17:06:37.025262,PC-134,Logoff
L13294,U135,2024-01-22 08:39:22.253189,PC-135,Logon
L13309,U135,2024-01-22 16:46:36.880328,PC-135,Logoff
L13310,U136,2024-01-22 07:47:28.857516,PC-136,Logon
L13326,U136,2024-01-22 15:46:58.698553,PC-136,Logoff
L13327,U137,2024-01-22 07:29:23.822024,PC-137,Logon
L13338,U137,2024-01-22 14:28:15.311441,PC-137,Logoff
L13339,U138,2024-01-22 09:19:09.341619,PC-138,Logon
L13353,U138,2024-01-22 15:43:16.145131,PC-138,Logoff
L13354,U139,2024-01-22 09:15:06.210862,PC-139,Logon
L13371,U139,2024-01-22 18:06:28.142406,PC-139,Logoff
L13372,U140,2024-01-22 08:44:36.500429,PC-140,Logon
L13395,U140,2024-01-22 17:32:44.712989,PC-140,Logoff
L13396,U141,2024-01-22 08:10:51.690165,PC-141,Logon
L13408,U141,2024-01-22 15:59:52.718046,PC-141,Logoff
L13409,U142,2024-01-22 08:47:05.476758,PC-142,Logon
L13425,U142,2024-01-22 16:47:36.227765,PC-142,Logoff
L13426,U143,2024-01-22 07:24:56.240516,PC-143,Logon
L13441,U143,2024-01-22 15:23:19.109849,PC-143,Logoff
L13442,U144,2024-01-22 08:30:30.208320,PC-144,Logon
L13457,U144,2024-01-22 16:21:21.228008,PC-144,Logoff
L13458,U145,2024-01-22 08:16:14.679639,PC-145,Logon
L13473,U145,2024-01-22 16:51:16.832119,PC-145,Logoff
L13474,U146,2024-01-22 08:33:36.736807,PC-146,Logon
L13486,U146,2024-01-22 15:43:47.780595,PC-146,Logoff
L13487,U147,2024-01-22 09:09:55.156581,PC-147,Logon
L13501,U147,2024-01-22 17:30:52.123622,PC-147,Logoff
L13502,U148,2024-01-22 08:38:31.104657,PC-148,Logon
L13518,U148,2024-01-22 17:18:10.595836,PC-148,Logoff
L13519,U149,2024-01-22 08:16:17.048990,PC-149,Logon
L13541,U149,2024-01-22 17:36:47.278550,PC-149,Logoff
L13542,U100,2024-01-23 07:30:19.910597,PC-100,Logon
L13553,U100,2024-01-23 14:45:25.236023,PC-100,Logoff
L13554,U101,2024-01-23 07:12:13.940891,PC-101,Logon
L13570,U101,2024-01-23 15:53:50.875954,PC-101,Logoff
L13571,U102,2024-01-23 07:26:45.480227,PC-102,Logon
L13585,U102,2024-01-23 15:03:13.560813,PC-102,Logoff
L13586,U103,2024-01-23 07:58:23.004925,PC-103,Logon
L13600,U103,2024-01-23 16:17:43.320806,PC-103,Logoff
L13601,U104,2024-01-23 07:35:14.794294,PC-104,Logon
L13613,U104,2024-01-23 13:34:49.460473,PC-104,Logoff
L13614,U105,2024-01-23 03:27:00.000000,PC-105,Logon
L13632,U105,2024-01-23 11:56:46.762384,PC-105,Logoff
L13633,U106,2024-01-23 08:06:09.743475,PC-106,Logon
L13647,U106,2024-01-23 16:29:27.238249,PC-106,Logoff
L13648,U107,2024-01-23 08:23:20.962269,PC-107,Logon
L13666,U107,2024-01-23 17:03:11.692905,PC-107,Logoff
L13667,U108,2024-01-23 09:01:26.906713,PC-108,Logon
L13683,U108,2024-01-23 16:57:04.758459,PC-108,Logoff
L13684,U109,2024-01-23 07:55:12.406536,PC-109,Logon
L13703,U109,2024-01-23 15:51:30.301532,PC-109,Logoff
L13704,U110,2024-01-23 08:41:56.320590,PC-110,Logon
L13721,U110,2024-01-23 17:15:17.976671,PC-110,Logoff
L13722,U111,2024-01-23 07:53:03.787689,PC-111,Logon
L13737,U111,2024-01-23 15:10:41.350936,PC-111,Logoff
L13738,U112,2024-01-23 08:52:27.493969,PC-112,Logon
L13754,U112,2024-01-23 15:46:45.502209,PC-112,Logoff
L13755,U113,2024-01-23 07:58:45.375735,PC-113,Logon
L13778,U113,2024-01-23 17:21:06.099616,PC-113,Logoff
L13779,U114,2024-01-23 08:31:01.184415,PC-114,Logon
L13792,U114,2024-01-23 15:32:32.169954,PC-114,Logoff
L13793,U115,2024-01-23 08:39:48.973039,PC-115,Logon
L13808,U115,2024-01-23 15:32:56.903396,PC-115,Logoff
L13809,U116,2024-01-23 08:18:47.724483,PC-116,Logon
L13826,U116,2024-01-23 17:55:53.548314,PC-116,Logoff
L13827,U117,2024-01-23 08:04:56.347075,PC-117,Logon
L13843,U117,2024-01-23 16:17:23.063733,PC-117,Logoff
L13844,U118,2024-01-23 07:10:57.066674,PC-118,Logon
L13863,U118,2024-01-23 16:56:05.753861,PC-118,Logoff
L13864,U119,2024-01-23 08:07:18.547867,PC-119,Logon
L13879,U119,2024-01-23 15:05:18.478868,PC-119,Logoff
L13880,U120,2024-01-23 07:28:35.576589,PC-120,Logon
L13895,U120,2024-01-23 15:50:57.661767,PC-120,Logoff
L13896,U121,2024-01-23 08:47:45.375184,PC-121,Logon
L13908,U121,2024-01-23 15:34:31.629573,PC-121,Logoff
L13909,U122,2024-01-23 08:54:35.814897,PC-122,Logon
L13924,U122,2024-01-23 17:15:50.771656,PC-122,Logoff
L13925,U123,2024-01-23 08:03:05.874787,PC-123,Logon
L13943,U123,2024-01-23 16:09:34.754661,PC-123,Logoff
L13944,U124,2024-01-23 08:37:46.055491,PC-124,Logon
L13964,U124,2024-01-23 17:02:38.977971,PC-124,Logoff
L13965,U125,2024-01-23 07:47:02.210599,PC-125,Logon
L13980,U125,2024-01-23 15:31:23.473879,PC-125,Logoff
L13981,U126,2024-01-23 08:52:05.916466,PC-126,Logon
L13995,U126,2024-01-23 16:12:52.616072,PC-126,Logoff
L13996,U127,2024-01-23 07:53:26.284604,PC-127,Logon
L14009,U127,2024-01-23 14:52:30.272703,PC-127,Logoff
L14010,U128,2024-01-23 07:59:46.731880,PC-128,Logon
L14026,U128,2024-01-23 16:56:07.884238,PC-128,Logoff
L14027,U129,2024-01-23 08:17:27.221101,PC-129,Logon
L14042,U129,2024-01-23 15:44:36.615539,PC-129,Logoff
L14043,U130,2024-01-23 08:50:50.306062,PC-130,Logon
L14055,U130,2024-01-23 16:15:08.481137,PC-130,Logoff
L14056,U131,2024-01-23 08:43:50.976072,PC-131,Logon
L14069,U131,2024-01-23 15:10:39.118257,PC-131,Logoff
L14070,U132,2024-01-23 08:03:34.454930,PC-132,Logon
L14082,U132,2024-01-23 15:12:31.609156,PC-132,Logoff
L14083,U133,2024-01-23 08:46:04.210946,PC-133,Logon
L14092,U133,2024-01-23 15:05:51.260135,PC-133,Logoff
L14093,U134,2024-01-23 07:42:09.146426,PC-134,Logon
L14113,U134,2024-01-23 17:47:00.946041,PC-134,Logoff
L14114,U135,2024-01-23 07:59:59.845319,PC-135,Logon
L14133,U135,2024-01-23 17:13:39.343150,PC-135,Logoff
L14134,U136,2024-01-23 09:48:59.400043,PC-136,Logon
L14151,U136,2024-01-23 17:18:58.480809,PC-136,Logoff
L14152,U137,2024-01-23 09:13:52.546800,PC-137,Logon
L14167,U137,2024-01-23 16:28:12.138996,PC-137,Logoff
L14168,U138,2024-01-23 08:19:10.881040,PC-138,Logon
L14182,U138,2024-01-23 15:38:09.456329,PC-138,Logoff
L14183,U139,2024-01-23 09:11:50.607721,PC-139,Logon
L14194,U139,2024-01-23 15:49:16.071291,PC-139,Logoff
L14195,U140,2024-01-23 08:32:05.537590,PC-140,Logon
L14208,U140,2024-01-23 14:58:21.642986,PC-140,Logoff
L14209,U141,2024-01-23 08:52:36.141407,PC-141,Logon
L14223,U141,2024-01-23 16:41:55.952773,PC-141,Logoff
L14224,U142,2024-01-23 08:00:11.530834,PC-142,Logon
L14242,U142,2024-01-23 18:07:58.940617,PC-142,Logoff
L14243,U143,2024-01-23 09:24:31.077052,PC-143,Logon
L14260,U143,2024-01-23 17:57:22.229725,PC-143,Logoff
L14261,U144,2024-01-23 07:46:16.969288,PC-144,Logon
L14274,U144,2024-01-23 14:49:41.872763,PC-144,Logoff
L14275,U145,2024-01-23 08:14:32.966864,PC-145,Logon
L14297,U145,2024-01-23 16:36:59.342021,PC-145,Logoff
L14298,U146,2024-01-23 08:34:27.396843,PC-146,Logon
L14316,U146,2024-01-23 16:36:26.975376,PC-146,Logoff
L14317,U147,2024-01-23 08:14:49.890270,PC-147,Logon
L14334,U147,2024-01-23 16:41:26.712158,PC-147,Logoff
L14335,U148,2024-01-23 08:18:49.301804,PC-148,Logon
L14352,U148,2024-01-23 16:42:42.066663,PC-148,Logoff
L14353,U149,2024-01-23 09:49:31.455355,PC-149,Logon
L14367,U149,2024-01-23 18:50:54.658793,PC-149,Logoff
L14368,U100,2024-01-24 08:37:13.358219,PC-100,Logon
L14384,U100,2024-01-24 15:27:36.949643,PC-100,Logoff
L14385,U101,2024-01-24 08:01:22.732806,PC-101,Logon
L14400,U101,2024-01-24 16:07:18.925061,PC-101,Logoff
L14401,U102,2024-01-24 07:57:20.271926,PC-102,Logon
L14417,U102,2024-01-24 16:14:39.835447,PC-102,Logoff
L14418,U103,2024-01-24 09:56:45.883296,PC-103,Logon
L14439,U103,2024-01-24 19:22:04.149098,PC-103,Logoff
L14440,U104,2024-01-24 08:14:54.003772,PC-104,Logon
L14457,U104,2024-01-24 16:47:38.326422,PC-104,Logoff
L14458,U105,2024-01-24 08:41:59.526916,PC-105,Logon
L14469,U105,2024-01-24 15:54:17.314083,PC-105,Logoff
L14470,U106,2024-01-24 08:57:27.581679,PC-106,Logon
L14486,U106,2024-01-24 17:24:03.208307,PC-106,Logoff
L14487,U107,2024-01-24 07:48:09.618247,PC-107,Logon
L14507,U107,2024-01-24 16:32:33.426598,PC-107,Logoff
L14508,U108,2024-01-24 08:52:16.103776,PC-108,Logon
L14525,U108,2024-01-24 17:18:39.280333,PC-108,Logoff
L14526,U109,2024-01-24 09:26:28.512979,PC-109,Logon
L14542,U109,2024-01-24 16:44:56.854101,PC-109,Logoff
L14543,U110,2024-01-24 09:24:55.461538,PC-110,Logon
L14560,U110,2024-01-24 17:35:09.863462,PC-110,Logoff
L14561,U111,2024-01-24 08:35:19.365527,PC-111,Logon
L14576,U111,2024-01-24 16:11:40.319036,PC-111,Logoff
L14577,U112,2024-01-24 08:51:18.137157,PC-112,Logon
L14589,U112,2024-01-24 15:50:17.475898,PC-112,Logoff
L14590,U113,2024-01-24 09:12:21.535406,PC-113,Logon
L14608,U113,2024-01-24 17:01:43.647811,PC-113,Logoff
L14609,U114,2024-01-24 08:01:46.939099,PC-114,Logon
L14626,U114,2024-01-24 17:07:43.056893,PC-114,Logoff
L14627,U115,2024-01-24 08:37:11.304135,PC-115,Logon
L14646,U115,2024-01-24 18:11:54.427047,PC-115,Logoff
L14647,U116,2024-01-24 08:52:49.873046,PC-116,Logon
L14665,U116,2024-01-24 17:47:50.794362,PC-116,Logoff
L14666,U117,2024-01-24 07:43:26.971171,PC-117,Logon
L14681,U117,2024-01-24 16:41:53.011701,PC-117,Logoff
L14682,U118,2024-01-24 08:00:25.439218,PC-118,Logon
L14699,U118,2024-01-24 15:48:49.856098,PC-118,Logoff
L14700,U119,2024-01-24 08:38:19.524449,PC-119,Logon
L14716,U119,2024-01-24 16:01:47.824980,PC-119,Logoff
L14717,U120,2024-01-24 07:45:01.548923,PC-120,Logon
L14734,U120,2024-01-24 15:23:12.697425,PC-120,Logoff
L14735,U121,2024-01-24 08:15:00.396877,PC-121,Logon
L14756,U121,2024-01-24 17:04:14.356755,PC-121,Logoff
L14757,U122,2024-01-24 07:55:11.031492,PC-122,Logon
L14775,U122,2024-01-24 15:57:56.620125,PC-122,Logoff
L14776,U123,2024-01-24 07:47:27.069062,PC-123,Logon
L14792,U123,2024-01-24 15:01:58.422446,PC-123,Logoff
L14793,U124,2024-01-24 08:11:42.137390,PC-124,Logon
L14810,U124,2024-01-24 16:52:13.521385,PC-124,Logoff
L14811,U125,2024-01-24 08:36:17.686479,PC-125,Logon
L14827,U125,2024-01-24 16:34:40.114071,PC-125,Logoff
L14828,U126,2024-01-24 08:46:38.106994,PC-126,Logon
L14846,U126,2024-01-24 16:34:13.209634,PC-126,Logoff
L14847,U127,2024-01-24 08:36:53.160364,PC-127,Logon
L14859,U127,2024-01-24 15:58:59.603829,PC-127,Logoff
L14860,U128,2024-01-24 08:17:46.856368,PC-128,Logon
L14878,U128,2024-01-24 16:32:11.354070,PC-128,Logoff
L14879,U129,2024-01-24 07:32:59.706554,PC-129,Logon
L14897,U129,2024-01-24 16:43:06.905965,PC-129,Logoff
L14898,U130,2024-01-24 08:04:17.766478,PC-130,Logon
L14912,U130,2024-01-24 15:42:22.023407,PC-130,Logoff
L14913,U131,2024-01-24 08:52:54.770787,PC-131,Logon
L14923,U131,2024-01-24 14:41:03.229841,PC-131,Logoff
L14924,U132,2024-01-24 08:29:47.210553,PC-132,Logon
L14939,U132,2024-01-24 15:36:14.940021,PC-132,Logoff
L14940,U133,2024-01-24 09:14:46.316646,PC-133,Logon
L14952,U133,2024-01-24 15:02:43.811945,PC-133,Logoff
L14953,U134,2024-01-24 09:07:20.569814,PC-134,Logon
L14972,U134,2024-01-24 17:01:53.266771,PC-134,Logoff
L14973,U135,2024-01-24 08:10:19.711506,PC-135,Logon
L14994,U135,2024-01-24 18:31:28.968462,PC-135,Logoff
L14995,U136,2024-01-24 08:25:37.666715,PC-136,Logon
L15014,U136,2024-01-24 17:08:13.641106,PC-136,Logoff
L15015,U137,2024-01-24 08:56:50.335100,PC-137,Logon
L15034,U137,2024-01-24 17:52:40.389468,PC-137,Logoff
L15035,U138,2024-01-24 09:09:37.572387,PC-138,Logon
L15047,U138,2024-01-24 15:40:14.048863,PC-138,Logoff
L15048,U139,2024-01-24 08:48:45.339150,PC-139,Logon
L15064,U139,2024-01-24 17:31:11.879164,PC-139,Logoff
L15065,U140,2024-01-24 08:20:54.677249,PC-140,Logon
L15081,U140,2024-01-24 17:45:51.245800,PC-140,Logoff
L15082,U141,2024-01-24 07:43:09.766466,PC-141,Logon
L15096,U141,2024-01-24 15:12:21.335886,PC-141,Logoff
L15097,U142,2024-01-24 08:38:55.653666,PC-142,Logon
L15113,U142,2024-01-24 16:52:50.024799,PC-142,Logoff
L15114,U143,2024-01-24 08:17:44.377723,PC-143,Logon
L15130,U143,2024-01-24 15:47:15.442603,PC-143,Logoff
L15131,U144,2024-01-24 08:51:36.693078,PC-144,Logon
L15148,U144,2024-01-24 17:01:48.879215,PC-144,Logoff
L15149,U145,2024-01-24 08:19:21.345451,PC-145,Logon
L15169,U145,2024-01-24 16:28:08.735207,PC-145,Logoff
L15170,U146,2024-01-24 08:52:19.717398,PC-146,Logon
L15182,U146,2024-01-24 15:13:33.052268,PC-146,Logoff
L15183,U147,2024-01-24 08:34:20.960991,PC-147,Logon
L15202,U147,2024-01-24 16:45:27.261206,PC-147,Logoff
L15203,U148,2024-01-24 07:49:38.075892,PC-148,Logon
L15217,U148,2024-01-24 14:37:57.226638,PC-148,Logoff
L15218,U149,2024-01-24 07:46:13.911948,PC-149,Logon
L15236,U149,2024-01-24 16:06:59.579012,PC-149,Logoff
L15237,U100,2024-01-25 07:48:44.736289,PC-100,Logon
L15250,U100,2024-01-25 14:18:01.877711,PC-100,Logoff
L15251,U101,2024-01-25 08:27:56.412445,PC-101,Logon
L15270,U101,2024-01-25 17:46:24.498339,PC-101,Logoff
L15271,U102,2024-01-25 07:57:37.613096,PC-102,Logon
L15294,U102,2024-01-25 18:30:27.462739,PC-102,Logoff
L15295,U103,2024-01-25 08:31:13.276900,PC-103,Logon
L15311,U103,2024-01-25 17:09:20.292163,PC-103,Logoff
L15312,U104,2024-01-25 09:38:07.298313,PC-104,Logon
L15331,U104,2024-01-25 18:04:26.262839,PC-104,Logoff
L15332,U105,2024-01-25 03:36:00.000000,PC-105,Logon
L15351,U105,2024-01-25 12:03:38.985700,PC-105,Logoff
L15352,U106,2024-01-25 08:39:13.525844,PC-106,Logon
L15366,U106,2024-01-25 16:40:25.703949,PC-106,Logoff
L15367,U107,2024-01-25 07:56:37.094603,PC-107,Logon
L15385,U107,2024-01-25 17:18:59.576406,PC-107,Logoff
L15386,U108,2024-01-25 08:33:29.535841,PC-108,Logon
L15402,U108,2024-01-25 18:19:41.235122,PC-108,Logoff
L15403,U109,2024-01-25 08:22:34.730370,PC-109,Logon
L15415,U109,2024-01-25 15:39:04.541909,PC-109,Logoff
L15416,U110,2024-01-25 09:10:31.746241,PC-110,Logon
L15430,U110,2024-01-25 17:06:02.723586,PC-110,Logoff
L15431,U111,2024-01-25 08:13:18.542948,PC-111,Logon
L15445,U111,2024-01-25 15:55:16.809963,PC-111,Logoff
L15446,U112,2024-01-25 09:53:00.293612,PC-112,Logon
L15460,U112,2024-01-25 16:14:31.545814,PC-112,Logoff
L15461,U113,2024-01-25 08:19:57.917599,PC-113,Logon
L15481,U113,2024-01-25 16:30:04.754486,PC-113,Logoff
L15482,U114,2024-01-25 07:50:41.265047,PC-114,Logon
L15496,U114,2024-01-25 14:18:56.096729,PC-114,Logoff
L15497,U115,2024-01-25 08:22:41.436569,PC-115,Logon
L15512,U115,2024-01-25 15:44:26.135492,PC-115,Logoff
L15513,U116,2024-01-25 08:08:42.079973,PC-116,Logon
L15533,U116,2024-01-25 17:18:19.740161,PC-116,Logoff
L15534,U117,2024-01-25 08:41:55.541916,PC-117,Logon
L15551,U117,2024-01-25 16:02:14.783893,PC-117,Logoff
L15552,U118,2024-01-25 08:03:21.156865,PC-118,Logon
L15572,U118,2024-01-25 17:07:49.273306,PC-118,Logoff
L15573,U119,2024-01-25 09:24:44.284375,PC-119,Logon
L15592,U119,2024-01-25 17:35:09.077741,PC-119,Logoff
L15593,U120,2024-01-25 08:03:13.234557,PC-120,Logon
L15615,U120,2024-01-25 17:21:25.948050,PC-120,Logoff
L15616,U121,2024-01-25 08:54:27.812737,PC-121,Logon
L15637,U121,2024-01-25 17:42:55.660282,PC-121,Logoff
L15638,U122,2024-01-25 07:16:40.351187,PC-122,Logon
L15652,U122,2024-01-25 14:48:48.970261,PC-122,Logoff
L15653,U123,2024-01-25 08:02:13.632306,PC-123,Logon
L15669,U123,2024-01-25 14:21:53.915675,PC-123,Logoff
L15670,U124,2024-01-25 09:18:38.965590,PC-124,Logon
L15682,U124,2024-01-25 16:41:00.911098,PC-124,Logoff
L15683,U125,2024-01-25 08:15:54.365372,PC-125,Logon
L15698,U125,2024-01-25 16:20:11.817159,PC-125,Logoff
L15699,U126,2024-01-25 08:18:00.581332,PC-126,Logon
L15712,U126,2024-01-25 17:03:35.176415,PC-126,Logoff
L15713,U127,2024-01-25 08:09:12.641220,PC-127,Logon
L15727,U127,2024-01-25 15:02:45.962165,PC-127,Logoff
L15728,U128,2024-01-25 08:42:27.300929,PC-128,Logon
L15742,U128,2024-01-25 15:45:22.020230,PC-128,Logoff
L15743,U129,2024-01-25 08:09:55.778115,PC-129,Logon
L15757,U129,2024-01-25 16:50:27.560692,PC-129,Logoff
L15758,U130,2024-01-25 08:13:48.295163,PC-130,Logon
L15776,U130,2024-01-25 17:50:34.781253,PC-130,Logoff
L15777,U131,2024-01-25 07:49:28.994896,PC-131,Logon
L15794,U131,2024-01-25 16:03:25.648476,PC-131,Logoff
L15795,U132,2024-01-25 08:06:18.213242,PC-132,Logon
L15815,U132,2024-01-25 16:28:53.564154,PC-132,Logoff
L15816,U133,2024-01-25 08:49:08.063044,PC-133,Logon
L15832,U133,2024-01-25 16:11:40.398832,PC-133,Logoff
L15833,U134,2024-01-25 08:49:00.375203,PC-134,Logon
