id,user,date,pc,source,activity,hour,day_of_week,source_idx,lstm_score,risk_score
E3034,98e56830707d,2024-01-04 11:52:58.790869,002d97e2371d,Http,Http Request,11,3,1,0.03229920566082,0.0
E3208,1d9ef59677a4,2024-01-04 11:54:00.000000,5a22087e90b8,Http,Http Request,11,3,1,0.1232068166136741,18.481022492051125
E3099,71a7782c0f45,2024-01-04 11:54:12.177343,34b8ce3374e6,Http,Http Request,11,3,1,0.1843647211790084,23.04559014737606
E3497,d16606f485bd,2024-01-04 11:55:42.542974,1b383417cc14,Http,Http Request,11,3,1,0.1494280248880386,18.67850311100483
E3474,39694009ae3d,2024-01-04 11:56:02.424181,64319473effb,Http,Http Request,11,3,1,0.0050417301245033,0.0
E3278,2ea803e47b9a,2024-01-04 11:56:13.424147,c827bafe0309,Http,Http Request,11,3,1,0.1870820969343185,23.385262116789814
E3338,782676b301cb,2024-01-04 11:56:33.215765,60695e4b2e71,Http,Http Request,11,3,1,0.2193066477775573,27.41333097219467
E2670,e4942ed4473c,2024-01-04 11:58:05.124266,4453d09ee459,Http,Http Request,11,3,1,0.1808263212442398,22.603290155529976
E2899,9411090b8875,2024-01-04 11:58:06.611950,10df583853df,Http,Http Request,11,3,1,0.0941429287195205,0.0
E3482,d16606f485bd,2024-01-04 11:58:42.542974,1b383417cc14,File,File Open,11,3,2,0.1923296004533767,28.84944006800652
E2906,9411090b8875,2024-01-04 12:02:06.611950,10df583853df,Http,Http Request,12,3,1,0.0400935895740985,0.0
E3023,7258797824d5,2024-01-04 12:03:07.546604,9fc4c753ada4,Http,Http Request,12,3,1,0.173066571354866,21.633321419358253
E3043,98e56830707d,2024-01-04 12:03:58.790869,002d97e2371d,Http,Http Request,12,3,1,0.0470723286271095,0.0
E3174,f356b1928988,2024-01-04 12:04:13.780594,2e805d64cd9e,Http,Http Request,12,3,1,0.113441564142704,14.180195517838
E3490,d16606f485bd,2024-01-04 12:04:42.542974,1b383417cc14,Http,Http Request,12,3,1,0.2356112003326416,29.4514000415802
E3447,68186e5d36c2,2024-01-04 12:05:59.711776,d087a0baccc5,Http,Http Request,12,3,1,0.2426209300756454,30.32761625945568
E2982,b4c119cfeec9,2024-01-04 12:06:30.572284,f1bbd59f87bd,Http,Http Request,12,3,1,0.0241763982921838,0.0
E2798,f72e8b5db2e6,2024-01-04 12:06:46.365246,a9285a91d8e8,Http,Http Request,12,3,1,0.1086306124925613,13.578826561570168
E2976,b4c119cfeec9,2024-01-04 12:11:30.572284,f1bbd59f87bd,Http,Http Request,12,3,1,0.0162985324859619,0.0
E3381,f839184be727,2024-01-04 12:12:00.000000,b5a4f3bd8f5f,Http,Http Request,12,3,1,0.2601289749145508,39.01934623718262
E3149,7ec4bf42e708,2024-01-04 12:12:03.972571,1ec41d20dd2d,File,File Open,12,3,2,0.2144949436187744,32.17424154281616
E2918,46085d2ce029,2024-01-04 12:12:29.422249,43bc94f59007,Http,Http Request,12,3,1,0.0045892652124166,0.0
E3403,b2268ea27acb,2024-01-04 12:13:09.463069,9998241add96,Http,Http Request,12,3,1,0.1056268215179443,13.203352689743042
E3404,b2268ea27acb,2024-01-04 12:13:09.463069,9998241add96,Http,Http Request,12,3,1,0.1164899095892906,14.561238698661327
E3077,f1feb576184f,2024-01-04 12:13:47.895750,247db72d90c5,Http,Http Request,12,3,1,0.1602787673473358,20.034845918416977
E3035,98e56830707d,2024-01-04 12:13:58.790869,002d97e2371d,Http,Http Request,12,3,1,0.0062434687279164,0.0
E2920,46085d2ce029,2024-01-04 12:14:29.422249,43bc94f59007,Http,Http Request,12,3,1,0.0034167512785643,0.0
E3067,f1feb576184f,2024-01-04 12:14:47.895750,247db72d90c5,File,File Open,12,3,2,0.1928984075784683,28.93476113677025
E3040,98e56830707d,2024-01-04 12:14:58.790869,002d97e2371d,Http,Http Request,12,3,1,0.0034822071902453,0.0
E2857,5b374ec18bcd,2024-01-04 12:15:39.430545,498960f157e4,Http,Http Request,12,3,1,0.0145162474364042,0.0
E3321,891e8384d080,2024-01-04 12:18:11.239313,02de1d09c047,Http,Http Request,12,3,1,0.006113086361438,0.0
E3328,891e8384d080,2024-01-04 12:19:11.239313,02de1d09c047,Http,Http Request,12,3,1,0.0036844387650489,0.0
E3346,782676b301cb,2024-01-04 12:19:33.215765,60695e4b2e71,Http,Http Request,12,3,1,0.2283974289894104,28.5496786236763
E3158,7ec4bf42e708,2024-01-04 12:20:03.972571,1ec41d20dd2d,Http,Http Request,12,3,1,0.3483427464962005,43.54284331202507
E3224,1d9ef59677a4,2024-01-04 12:21:00.000000,5a22087e90b8,Http,Http Request,12,3,1,0.1105014979839325,16.575224697589874
E2874,232244a51529,2024-01-04 12:21:23.514562,d341abddf7c6,Http,Http Request,12,3,1,0.1723838001489639,21.54797501862049
E2763,2a057354876f,2024-01-04 12:22:00.000000,09e245069b34,Http,Http Request,12,3,1,0.3727715611457824,69.89466771483421
E3085,71a7782c0f45,2024-01-04 12:22:12.177343,34b8ce3374e6,Http,Http Request,12,3,1,0.181454986333847,22.68187329173088
E3359,c908c50804a1,2024-01-04 12:22:13.275256,17d13208cffe,Http,Http Request,12,3,1,0.1942988783121109,24.287359789013863
E2673,e4942ed4473c,2024-01-04 12:23:05.124266,4453d09ee459,Http,Http Request,12,3,1,0.1515448838472366,18.94311048090458
E2789,f72e8b5db2e6,2024-01-04 12:23:46.365246,a9285a91d8e8,Http,Http Request,12,3,1,0.1087847650051117,13.598095625638962
E3186,f356b1928988,2024-01-04 12:24:13.780594,2e805d64cd9e,Http,Http Request,12,3,1,0.0244775507599115,0.0
E3295,263bd2189cb4,2024-01-04 12:25:59.845643,7212d3e8337a,Http,Http Request,12,3,1,0.0168439429253339,0.0
E2675,e4942ed4473c,2024-01-04 12:27:05.124266,4453d09ee459,Http,Http Request,12,3,1,0.1034110635519027,12.926382943987846
E3098,71a7782c0f45,2024-01-04 12:28:12.177343,34b8ce3374e6,Http,Http Request,12,3,1,0.1680804640054702,21.010058000683784
E2904,9411090b8875,2024-01-04 12:30:06.611950,10df583853df,Http,Http Request,12,3,1,0.0051258164457976,0.0
E3009,7258797824d5,2024-01-04 12:30:07.546604,9fc4c753ada4,File,File Open,12,3,2,0.1984346210956573,29.7651931643486
E2933,f73e7f822dc5,2024-01-04 12:30:08.252712,768d057e853f,Http,Http Request,12,3,1,0.1634583920240402,20.432299003005028
E2725,879d3b2d0fce,2024-01-04 12:31:09.314304,57856ce9c00d,Http,Http Request,12,3,1,0.0156696010380983,0.0
E2797,f72e8b5db2e6,2024-01-04 12:31:46.365246,a9285a91d8e8,Http,Http Request,12,3,1,0.1097870543599128,13.723381794989107
E3491,d16606f485bd,2024-01-04 12:32:42.542974,1b383417cc14,Http,Http Request,12,3,1,0.2315599471330642,28.944993391633037
E2704,0618ae56afee,2024-01-04 12:33:28.976420,9d6ff41dc404,Http,Http Request,12,3,1,0.1159212440252304,14.4901555031538
E3140,b12e1b5c30ca,2024-01-04 12:33:52.337576,12ed5f8e578f,Http,Http Request,12,3,1,0.1427866965532302,17.848337069153786
E2877,232244a51529,2024-01-04 12:34:23.514562,d341abddf7c6,Http,Http Request,12,3,1,0.1138150244951248,14.226878061890602
E3019,7258797824d5,2024-01-04 12:35:07.546604,9fc4c753ada4,Http,Http Request,12,3,1,0.2410443276166916,30.13054095208645
E2932,f73e7f822dc5,2024-01-04 12:36:08.252712,768d057e853f,Http,Http Request,12,3,1,0.1204788237810134,15.059852972626686
E3104,a2d464008dee,2024-01-04 12:36:10.724639,f3cbbbce13e4,Http,Http Request,12,3,1,0.0283360984176397,0.0
E3293,263bd2189cb4,2024-01-04 12:36:59.845643,7212d3e8337a,Http,Http Request,12,3,1,0.0208487622439861,0.0
E3380,f839184be727,2024-01-04 12:38:00.000000,b5a4f3bd8f5f,Http,Http Request,12,3,1,0.2410531789064407,36.15797683596611
E3396,f839184be727,2024-01-04 12:38:00.000000,b5a4f3bd8f5f,Http,Http Request,12,3,1,0.2335764318704605,35.03646478056908
E2872,232244a51529,2024-01-04 12:38:23.514562,d341abddf7c6,Http,Http Request,12,3,1,0.1181470677256584,14.768383465707302
E2980,b4c119cfeec9,2024-01-04 12:40:30.572284,f1bbd59f87bd,Http,Http Request,12,3,1,0.0045849089510738,0.0
E2898,9411090b8875,2024-01-04 12:41:06.611950,10df583853df,Http,Http Request,12,3,1,0.0027331300079822,0.0
E2860,5b374ec18bcd,2024-01-04 12:41:39.430545,498960f157e4,Http,Http Request,12,3,1,0.0185796357691288,0.0
E2632,5640803d4fc8,2024-01-04 12:43:32.800495,06639dbb3d4e,File,File Open,12,3,2,0.1843232959508896,27.64849439263344
E2753,2a057354876f,2024-01-04 12:44:00.000000,09e245069b34,File,File Open,12,3,2,0.4928259551525116,100.0
E3458,39694009ae3d,2024-01-04 12:44:02.424181,64319473effb,File,File Open,12,3,2,0.042646687477827,0.0
E3126,9cf1308787d9,2024-01-04 12:44:26.893593,7248a9ebb0fb,File,File Open,12,3,2,0.082240916788578,0.0
E3256,c1a043d01175,2024-01-04 12:44:33.535427,8ee79b89888d,Http,Http Request,12,3,1,0.0849384441971778,0.0
E3462,39694009ae3d,2024-01-04 12:45:02.424181,64319473effb,Http,Http Request,12,3,1,0.0969298258423805,0.0
E3290,263bd2189cb4,2024-01-04 12:45:59.845643,7212d3e8337a,Http,Http Request,12,3,1,0.0193634256720542,0.0
E2785,f72e8b5db2e6,2024-01-04 12:46:46.365246,a9285a91d8e8,Http,Http Request,12,3,1,0.090502455830574,0.0
E2946,f73e7f822dc5,2024-01-04 12:49:08.252712,768d057e853f,Http,Http Request,12,3,1,0.1152941286563873,14.411766082048416
E2811,d631fe1b9100,2024-01-04 12:49:14.133732,98aa03f87cad,Http,Http Request,12,3,1,0.0697259977459907,0.0
E3251,c1a043d01175,2024-01-04 12:49:33.535427,8ee79b89888d,File,File Open,12,3,2,0.1812023967504501,27.18035951256752
E2681,6febe7e51269,2024-01-04 12:50:05.479655,7fb740bc0482,File,File Open,12,3,2,0.2287695705890655,34.31543558835983
E3367,c908c50804a1,2024-01-04 12:50:13.275256,17d13208cffe,Http,Http Request,12,3,1,0.185180202126503,23.147525265812877
E2822,b0817e9c71c1,2024-01-04 12:51:00.000000,2961305f433f,Http,Http Request,12,3,1,0.114809475839138,17.221421375870705
E2742,e1cb99d5073a,2024-01-04 12:51:22.196259,4be7eec9177c,Http,Http Request,12,3,1,0.113921619951725,14.240202493965626
E3400,b2268ea27acb,2024-01-04 12:52:09.463069,9998241add96,File,File Open,12,3,2,0.1076330691576004,16.14496037364006
E2954,43ff299530b0,2024-01-04 12:52:12.613925,34e842fa071b,File,File Open,12,3,2,0.104811780154705,15.721767023205755
E3362,c908c50804a1,2024-01-04 12:52:13.275256,17d13208cffe,Http,Http Request,12,3,1,0.1640130132436752,20.501626655459404
E3493,d16606f485bd,2024-01-04 12:53:42.542974,1b383417cc14,Http,Http Request,12,3,1,0.2233017235994339,27.91271544992924
E3440,68186e5d36c2,2024-01-04 12:53:59.711776,d087a0baccc5,Http,Http Request,12,3,1,0.2329688966274261,29.12111207842827
E2727,879d3b2d0fce,2024-01-04 12:54:09.314304,57856ce9c00d,Http,Http Request,12,3,1,0.0154534541070461,0.0
E2999,b7b42d207e92,2024-01-04 12:54:45.128656,e6283c387372,Http,Http Request,12,3,1,0.0776574835181236,0.0
E2787,f72e8b5db2e6,2024-01-04 12:54:46.365246,a9285a91d8e8,Http,Http Request,12,3,1,0.0866445377469062,0.0
E2961,43ff299530b0,2024-01-04 12:55:12.613925,34e842fa071b,Http,Http Request,12,3,1,0.1591925024986267,19.89906281232834
E2805,d631fe1b9100,2024-01-04 12:55:14.133732,98aa03f87cad,File,File Open,12,3,2,0.1536516845226287,23.04775267839432
E2702,0618ae56afee,2024-01-04 12:55:28.976420,9d6ff41dc404,Http,Http Request,12,3,1,0.1116778627038002,13.959732837975023
E3382,f839184be727,2024-01-04 12:56:00.000000,b5a4f3bd8f5f,Http,Http Request,12,3,1,0.168173998594284,25.22609978914261
E3178,f356b1928988,2024-01-04 12:58:13.780594,2e805d64cd9e,Http,Http Request,12,3,1,0.0457148514688015,0.0
E3164,86773b19df8b,2024-01-04 12:58:48.155243,4a26d431c2fa,Http,Http Request,12,3,1,0.296606034040451,37.07575425505638
E2754,2a057354876f,2024-01-04 13:00:00.000000,09e245069b34,File,File Open,13,3,2,0.3098349273204803,69.71285864710808
E2821,b0817e9c71c1,2024-01-04 13:00:00.000000,2961305f433f,Http,Http Request,13,3,1,0.0948611423373222,0.0
E3325,891e8384d080,2024-01-04 13:01:11.239313,02de1d09c047,Http,Http Request,13,3,1,0.0038388569373637,0.0
E3181,f356b1928988,2024-01-04 13:01:13.780594,2e805d64cd9e,Http,Http Request,13,3,1,0.006261411588639,0.0
E2989,0deeb47bfc43,2024-01-04 13:01:28.457590,60e3445047b3,Http,Http Request,13,3,1,0.0191731639206409,0.0
E3422,d379c0df033e,2024-01-04 13:02:27.670716,a5cc81723f91,Http,Http Request,13,3,1,0.0192195288836956,0.0
E3044,98e56830707d,2024-01-04 13:02:58.790869,002d97e2371d,Http,Http Request,13,3,1,0.0032443201635032,0.0
E3221,1d9ef59677a4,2024-01-04 13:03:00.000000,5a22087e90b8,Http,Http Request,13,3,1,0.0941631942987442,0.0
E2815,b0817e9c71c1,2024-01-04 13:04:26.522238,2961305f433f,Logon,Logoff,13,3,0,0.0478128865361213,0.0
E3371,c908c50804a1,2024-01-04 13:05:13.275256,17d13208cffe,Http,Http Request,13,3,1,0.1827528625726699,22.844107821583748
E3250,c1a043d01175,2024-01-04 13:05:33.535427,8ee79b89888d,File,File Open,13,3,2,0.2067400366067886,31.01100549101829
E3441,68186e5d36c2,2024-01-04 13:06:59.711776,d087a0baccc5,Http,Http Request,13,3,1,0.2282485067844391,28.53106334805489
E2812,d631fe1b9100,2024-01-04 13:08:14.133732,98aa03f87cad,Http,Http Request,13,3,1,0.1796815246343612,22.46019057929516
E3335,782676b301cb,2024-01-04 13:09:33.215765,60695e4b2e71,File,File Open,13,3,2,0.1386731564998626,20.8009734749794
E2775,7427faf88ac6,2024-01-04 13:10:24.208349,803dad959f6e,Http,Http Request,13,3,1,0.0844616964459419,0.0
E2708,0618ae56afee,2024-01-04 13:10:28.976420,9d6ff41dc404,Http,Http Request,13,3,1,0.1025608330965042,12.820104137063026
E3342,782676b301cb,2024-01-04 13:10:33.215765,60695e4b2e71,Http,Http Request,13,3,1,0.2286433577537536,28.580419719219208
E3089,71a7782c0f45,2024-01-04 13:11:12.177343,34b8ce3374e6,Http,Http Request,13,3,1,0.0917987376451492,0.0
E2955,43ff299530b0,2024-01-04 13:13:12.613925,34e842fa071b,Http,Http Request,13,3,1,0.1244074180722236,15.550927259027958
E3153,7ec4bf42e708,2024-01-04 13:14:03.972571,1ec41d20dd2d,File,File Open,13,3,2,0.1779933273792266,26.698999106884003
E2726,879d3b2d0fce,2024-01-04 13:14:09.314304,57856ce9c00d,Http,Http Request,13,3,1,0.0192175731062889,0.0
E3434,95f7154a623a,2024-01-04 13:14:25.760004,65a83dcfee4f,Http,Http Request,13,3,1,0.1821653544902801,22.77066931128502
E3068,f1feb576184f,2024-01-04 13:14:47.895750,247db72d90c5,File,File Open,13,3,2,0.2052544206380844,30.78816309571266
E3095,71a7782c0f45,2024-01-04 13:15:12.177343,34b8ce3374e6,Http,Http Request,13,3,1,0.0923156961798667,0.0
E2808,d631fe1b9100,2024-01-04 13:15:14.133732,98aa03f87cad,Http,Http Request,13,3,1,0.186955839395523,23.369479924440384
E3288,263bd2189cb4,2024-01-04 13:15:59.845643,7212d3e8337a,Http,Http Request,13,3,1,0.0144923813641071,0.0
E3027,7258797824d5,2024-01-04 13:16:07.546604,9fc4c753ada4,Http,Http Request,13,3,1,0.2279127687215805,28.489096090197563
E2777,7427faf88ac6,2024-01-04 13:17:24.208349,803dad959f6e,Http,Http Request,13,3,1,0.0880617946386337,0.0
E3112,a2d464008dee,2024-01-04 13:18:10.724639,f3cbbbce13e4,Http,Http Request,13,3,1,0.0184387695044279,0.0
E2755,2a057354876f,2024-01-04 13:19:00.000000,09e245069b34,Http,Http Request,13,3,1,0.2494571059942245,46.7732073739171
E3182,f356b1928988,2024-01-04 13:19:13.780594,2e805d64cd9e,Http,Http Request,13,3,1,0.0031241294927895,0.0
E2871,232244a51529,2024-01-04 13:19:23.514562,d341abddf7c6,Http,Http Request,13,3,1,0.1224423870444297,15.305298380553722
E2987,0deeb47bfc43,2024-01-04 13:19:28.457590,60e3445047b3,Http,Http Request,13,3,1,0.0196048095822334,0.0
E3478,39694009ae3d,2024-01-04 13:20:02.424181,64319473effb,Http,Http Request,13,3,1,0.0868859440088272,0.0
E3279,2ea803e47b9a,2024-01-04 13:22:13.424147,c827bafe0309,Http,Http Request,13,3,1,0.1878996193408966,23.48745241761208
E3390,f839184be727,2024-01-04 13:23:00.000000,b5a4f3bd8f5f,Http,Http Request,13,3,1,0.1674694716930389,25.12042075395584
E3358,c908c50804a1,2024-01-04 13:24:13.275256,17d13208cffe,Http,Http Request,13,3,1,0.1667504012584686,20.84380015730858
E2880,232244a51529,2024-01-04 13:24:23.514562,d341abddf7c6,Http,Http Request,13,3,1,0.1575962156057357,19.69952695071697
E3489,d16606f485bd,2024-01-04 13:24:42.542974,1b383417cc14,Http,Http Request,13,3,1,0.1536253839731216,19.203172996640205
E3417,d379c0df033e,2024-01-04 13:25:27.670716,a5cc81723f91,Http,Http Request,13,3,1,0.018248027190566,0.0
E2819,b0817e9c71c1,2024-01-04 13:26:00.000000,2961305f433f,Http,Http Request,13,3,1,0.0741313844919204,0.0
E3006,7258797824d5,2024-01-04 13:26:07.546604,9fc4c753ada4,File,File Open,13,3,2,0.2668485343456268,40.027280151844025
E3179,f356b1928988,2024-01-04 13:26:13.780594,2e805d64cd9e,Http,Http Request,13,3,1,0.0025977885816246,0.0
E2752,2a057354876f,2024-01-04 13:27:00.000000,09e245069b34,File,File Open,13,3,2,0.2419134825468063,54.43053357303143
E3271,2ea803e47b9a,2024-01-04 13:27:13.424147,c827bafe0309,Http,Http Request,13,3,1,0.1940101832151413,24.251272901892666
E2713,0618ae56afee,2024-01-04 13:28:28.976420,9d6ff41dc404,Http,Http Request,13,3,1,0.0923567488789558,0.0
E3323,891e8384d080,2024-01-04 13:29:11.239313,02de1d09c047,Http,Http Request,13,3,1,0.0030087565537542,0.0
E3272,2ea803e47b9a,2024-01-04 13:29:13.424147,c827bafe0309,Http,Http Request,13,3,1,0.2088267207145691,26.103340089321136
E2743,e1cb99d5073a,2024-01-04 13:29:22.196259,4be7eec9177c,Http,Http Request,13,3,1,0.1117070242762565,13.96337803453207
E3131,9cf1308787d9,2024-01-04 13:29:26.893593,7248a9ebb0fb,Http,Http Request,13,3,1,0.1009099259972572,12.613740749657154
E3470,39694009ae3d,2024-01-04 13:30:02.424181,64319473effb,Http,Http Request,13,3,1,0.0874766930937767,0.0
E3477,39694009ae3d,2024-01-04 13:30:02.424181,64319473effb,Http,Http Request,13,3,1,0.0963956639170646,0.0
E3055,2339906ab060,2024-01-04 13:30:24.173826,7b58eb733c3b,Http,Http Request,13,3,1,0.050453558564186,0.0
E3036,98e56830707d,2024-01-04 13:30:58.790869,002d97e2371d,Http,Http Request,13,3,1,0.0025263992138206,0.0
E2824,b0817e9c71c1,2024-01-04 13:32:00.000000,2961305f433f,Http,Http Request,13,3,1,0.0822915881872177,0.0
E2935,f73e7f822dc5,2024-01-04 13:32:08.252712,768d057e853f,Http,Http Request,13,3,1,0.0576307624578475,0.0
E2943,f73e7f822dc5,2024-01-04 13:32:08.252712,768d057e853f,Http,Http Request,13,3,1,0.0188688468188047,0.0
E3291,263bd2189cb4,2024-01-04 13:32:59.845643,7212d3e8337a,Http,Http Request,13,3,1,0.0064298072829842,0.0
E3012,7258797824d5,2024-01-04 13:33:07.546604,9fc4c753ada4,Http,Http Request,13,3,1,0.3007460534572601,37.59325668215752
E2640,5640803d4fc8,2024-01-04 13:33:32.800495,06639dbb3d4e,Http,Http Request,13,3,1,0.2534007132053375,31.67508915066719
E3145,b12e1b5c30ca,2024-01-04 13:33:52.337576,12ed5f8e578f,Http,Http Request,13,3,1,0.1494138240814209,18.67672801017761
E2878,232244a51529,2024-01-04 13:34:23.514562,d341abddf7c6,Http,Http Request,13,3,1,0.1098646372556686,13.73307965695858
E3026,7258797824d5,2024-01-04 13:37:07.546604,9fc4c753ada4,Http,Http Request,13,3,1,0.2303790152072906,28.79737690091133
E3406,b2268ea27acb,2024-01-04 13:38:09.463069,9998241add96,Http,Http Request,13,3,1,0.1479435712099075,18.49294640123844
E2793,f72e8b5db2e6,2024-01-04 13:38:46.365246,a9285a91d8e8,Http,Http Request,13,3,1,0.0450385920703411,0.0
E2668,e4942ed4473c,2024-01-04 13:39:05.124266,4453d09ee459,Http,Http Request,13,3,1,0.1038878932595253,12.985986657440662
E3024,7258797824d5,2024-01-04 13:40:07.546604,9fc4c753ada4,Http,Http Request,13,3,1,0.2248876392841339,28.11095491051674
E3275,2ea803e47b9a,2024-01-04 13:41:13.424147,c827bafe0309,Http,Http Request,13,3,1,0.1675930023193359,20.949125289916992
E3306,4a2c22fe2e79,2024-01-04 13:41:59.237576,8e93d5e92c60,Http,Http Request,13,3,1,0.1305876821279525,16.323460265994072
E2883,232244a51529,2024-01-04 13:42:23.514562,d341abddf7c6,Http,Http Request,13,3,1,0.0908749476075172,0.0
E3301,4a2c22fe2e79,2024-01-04 13:42:59.237576,8e93d5e92c60,Http,Http Request,13,3,1,0.110517106950283,13.81463836878538
E3377,f839184be727,2024-01-04 13:43:00.000000,b5a4f3bd8f5f,File,File Open,13,3,2,0.1770047843456268,31.86086118221283
E2773,7427faf88ac6,2024-01-04 13:43:24.208349,803dad959f6e,Http,Http Request,13,3,1,0.0624650828540325,0.0
E3459,39694009ae3d,2024-01-04 13:44:02.424181,64319473effb,File,File Open,13,3,2,0.1263016313314438,18.945244699716568
E3016,7258797824d5,2024-01-04 13:44:07.546604,9fc4c753ada4,Http,Http Request,13,3,1,0.2102703303098678,26.28379128873348
E2786,f72e8b5db2e6,2024-01-04 13:44:46.365246,a9285a91d8e8,Http,Http Request,13,3,1,0.0027654475998133,0.0
E2684,6febe7e51269,2024-01-04 13:45:05.479655,7fb740bc0482,Http,Http Request,13,3,1,0.2726759910583496,34.0844988822937
E2965,43ff299530b0,2024-01-04 13:46:12.613925,34e842fa071b,Http,Http Request,13,3,1,0.1273268610239029,15.915857627987862
E2861,5b374ec18bcd,2024-01-04 13:46:39.430545,498960f157e4,Http,Http Request,13,3,1,0.0125185903161764,0.0
E3302,4a2c22fe2e79,2024-01-04 13:46:59.237576,8e93d5e92c60,Http,Http Request,13,3,1,0.1168554946780204,14.60693683475256
E2900,9411090b8875,2024-01-04 13:47:06.611950,10df583853df,Http,Http Request,13,3,1,0.0023970445618033,0.0
E3117,a2d464008dee,2024-01-04 13:47:10.724639,f3cbbbce13e4,Http,Http Request,13,3,1,0.0069400719366967,0.0
E3280,2ea803e47b9a,2024-01-04 13:47:13.424147,c827bafe0309,Http,Http Request,13,3,1,0.102435402572155,12.804425321519377
E3071,f1feb576184f,2024-01-04 13:47:47.895750,247db72d90c5,Http,Http Request,13,3,1,0.2376199811697006,29.702497646212574
E3431,95f7154a623a,2024-01-04 13:48:25.760004,65a83dcfee4f,Http,Http Request,13,3,1,0.1108258813619613,13.85323517024517
E2636,5640803d4fc8,2024-01-04 13:48:32.800495,06639dbb3d4e,Http,Http Request,13,3,1,0.1890802383422851,23.635029792785645
E3332,782676b301cb,2024-01-04 13:48:33.215765,60695e4b2e71,File,File Open,13,3,2,0.2297721058130264,34.465815871953964
E2852,5b374ec18bcd,2024-01-04 13:49:39.430545,498960f157e4,File,File Open,13,3,2,0.0485405325889587,0.0
E2997,b7b42d207e92,2024-01-04 13:49:45.128656,e6283c387372,File,File Open,13,3,2,0.1782293766736984,26.734406501054764
E3457,39694009ae3d,2024-01-04 13:50:02.424181,64319473effb,File,File Open,13,3,2,0.1155538409948349,17.333076149225235
E3370,c908c50804a1,2024-01-04 13:50:13.275256,17d13208cffe,Http,Http Request,13,3,1,0.0880049839615821,0.0
E3139,b12e1b5c30ca,2024-01-04 13:51:52.337576,12ed5f8e578f,Http,Http Request,13,3,1,0.1621226817369461,20.265335217118263
E3213,1d9ef59677a4,2024-01-04 13:52:00.000000,5a22087e90b8,Http,Http Request,13,3,1,0.0900887697935104,0.0
E3273,2ea803e47b9a,2024-01-04 13:52:13.424147,c827bafe0309,Http,Http Request,13,3,1,0.0888756290078163,0.0
E3430,95f7154a623a,2024-01-04 13:52:25.760004,65a83dcfee4f,Http,Http Request,13,3,1,0.1237323656678199,15.466545708477495
E2672,e4942ed4473c,2024-01-04 13:53:05.124266,4453d09ee459,Http,Http Request,13,3,1,0.1075560674071312,13.4445084258914
E2723,879d3b2d0fce,2024-01-04 13:53:09.314304,57856ce9c00d,Http,Http Request,13,3,1,0.023895850405097,0.0
E2778,7427faf88ac6,2024-01-04 13:53:24.208349,803dad959f6e,Http,Http Request,13,3,1,0.0238356385380029,0.0
E3172,f356b1928988,2024-01-04 13:55:13.780594,2e805d64cd9e,Http,Http Request,13,3,1,0.0026000055950134,0.0
E3185,f356b1928988,2024-01-04 13:55:13.780594,2e805d64cd9e,Http,Http Request,13,3,1,0.0028228694573044,0.0
E2739,e1cb99d5073a,2024-01-04 13:56:22.196259,4be7eec9177c,Http,Http Request,13,3,1,0.1022966653108596,12.78708316385746
E2988,0deeb47bfc43,2024-01-04 13:56:28.457590,60e3445047b3,Http,Http Request,13,3,1,0.0214586649090051,0.0
E3008,7258797824d5,2024-01-04 13:58:07.546604,9fc4c753ada4,File,File Open,13,3,2,0.1820409148931503,27.30613723397255
E3177,f356b1928988,2024-01-04 13:58:13.780594,2e805d64cd9e,Http,Http Request,13,3,1,0.0026473593898117,0.0
E2688,6febe7e51269,2024-01-04 13:59:05.479655,7fb740bc0482,Http,Http Request,13,3,1,0.2538436949253082,31.73046186566353
E2769,7427faf88ac6,2024-01-04 13:59:24.208349,803dad959f6e,Http,Http Request,13,3,1,0.0300742946565151,0.0
E2697,0618ae56afee,2024-01-04 13:59:28.976420,9d6ff41dc404,File,File Open,13,3,2,0.1039023473858833,15.5853521078825
E3454,68186e5d36c2,2024-01-04 13:59:59.711776,d087a0baccc5,Http,Http Request,13,3,1,0.2111974507570266,26.39968134462833
E2879,232244a51529,2024-01-04 14:00:23.514562,d341abddf7c6,Http,Http Request,14,3,1,0.0845233276486396,0.0
E2772,7427faf88ac6,2024-01-04 14:00:24.208349,803dad959f6e,Http,Http Request,14,3,1,0.0269224364310503,0.0
E3163,86773b19df8b,2024-01-04 14:00:48.155243,4a26d431c2fa,Http,Http Request,14,3,1,0.2495055794715881,31.18819743394852
E3347,782676b301cb,2024-01-04 14:01:33.215765,60695e4b2e71,Http,Http Request,14,3,1,0.1641420871019363,20.517760887742043
E2794,f72e8b5db2e6,2024-01-04 14:02:46.365246,a9285a91d8e8,Http,Http Request,14,3,1,0.0039607747457921,0.0
E3387,f839184be727,2024-01-04 14:04:00.000000,b5a4f3bd8f5f,Http,Http Request,14,3,1,0.2006755769252777,30.101336538791656
E2674,e4942ed4473c,2024-01-04 14:04:05.124266,4453d09ee459,Http,Http Request,14,3,1,0.1158593818545341,14.482422731816769
E3124,9cf1308787d9,2024-01-04 14:06:26.893593,7248a9ebb0fb,File,File Open,14,3,2,0.1230980604887008,18.46470907330513
E2700,0618ae56afee,2024-01-04 14:07:28.976420,9d6ff41dc404,Http,Http Request,14,3,1,0.1792235225439071,22.4029403179884
